0.000271,0.001410,0.088180,0.000000,0.271163,0.142819,0.179709,0.228296,0.131773,0.019979,0.245851,0.176997,0.215264,0.175824,0.001423,0.000221,0.000000,0.095781,0.000120,0.213853,0.048197,0.000220,0.242386,0.165936,0.000007,0.004908,0.007990,0.195760,0.000000,0.003628,0.000000
0.000245,0.040833,0.020646,0.000000,0.158062,0.126190,0.102902,0.050198,0.089662,0.007405,0.141770,0.131097,0.106657,0.137708,0.036200,0.003111,0.000000,0.182769,0.000148,0.133578,0.024047,0.015223,0.011494,0.478391,0.001728,0.044474,0.000753,0.042478,0.000002,0.161622,0.000000
0.000494,0.001043,0.078184,0.000000,0.208820,0.233891,0.225126,0.165397,0.158131,0.022002,0.309539,0.277962,0.211216,0.318269,0.000411,0.473459,0.000000,0.129749,0.000029,0.193991,0.054368,0.000294,0.222682,0.186158,0.000035,0.002317,0.001036,0.191344,0.000002,0.006067,0.000000
0.000138,0.034777,0.016978,0.000000,0.105041,0.074769,0.090991,0.047863,0.128930,0.008773,0.133150,0.136829,0.137733,0.104482,0.005495,0.024627,0.000007,0.228749,0.000026,0.270926,0.074923,0.005259,0.029792,0.207572,0.010307,0.084437,0.000547,0.072922,0.000016,0.457420,1.000000
0.000004,0.020239,0.227907,0.000034,0.500885,0.229627,0.589467,0.392296,0.435306,0.045509,0.814058,0.717120,0.902802,0.561220,0.001420,0.002856,0.000129,0.105558,0.000003,0.881520,0.001107,0.005067,0.708705,0.034341,0.001231,0.046926,0.001381,0.816387,0.000637,0.231951,1.000000
0.000018,0.003948,0.081083,0.000000,0.252182,0.173174,0.390689,0.194476,0.216877,0.020190,0.497917,0.466860,0.474242,0.341305,0.001978,0.004696,0.000012,0.310987,0.000008,0.544087,0.022836,0.000841,0.493587,0.077504,0.000512,0.049342,0.001412,0.536337,0.000014,0.024464,1.000000
0.000049,0.003574,0.016671,0.000000,0.116815,0.115150,0.143150,0.070424,0.081506,0.006341,0.151823,0.168301,0.129403,0.131241,0.001730,0.000080,0.000000,0.157493,0.000008,0.059954,0.566728,0.001092,0.225819,0.122061,0.000026,0.025371,0.001099,0.081808,0.000000,0.028176,0.000000
0.000268,0.011556,0.036658,0.000000,0.188954,0.137406,0.183066,0.186525,0.088269,0.011988,0.191126,0.203283,0.235989,0.140840,0.011523,0.165436,0.000000,0.163808,0.000156,0.114385,0.000980,0.008127,0.173840,0.292863,0.000143,1.000000,0.000176,0.116900,0.000000,0.031840,0.000000
0.000108,0.081800,0.025773,0.000000,0.097417,0.071069,0.106303,0.093640,0.083556,0.006670,0.151508,0.106643,0.181389,0.114978,0.050333,0.001773,0.000000,0.127912,0.000035,0.250234,0.054621,0.020013,0.191859,0.095911,0.002767,0.010307,0.003593,0.273129,0.000004,0.295646,0.000000
0.000035,0.066801,0.065685,0.000007,0.173181,0.102517,0.202241,0.101080,0.132750,0.016921,0.269258,0.226842,0.299907,0.180704,0.000307,0.007548,0.000012,0.096513,0.000004,0.222619,0.044768,0.005034,0.266728,0.063459,0.001983,0.070738,0.002342,0.266026,0.000012,1.000000,1.000000
0.000079,0.067741,0.024763,0.000000,0.135789,0.091396,0.156273,0.096329,0.147615,0.006369,0.220067,0.207893,0.216251,0.159592,0.004066,0.037550,0.000002,0.138666,0.000016,0.146678,0.202089,0.012880,0.219890,0.091074,0.005117,0.037612,0.001715,0.149063,0.000043,0.509677,1.000000
0.000952,0.223882,0.094351,0.000000,0.248337,0.224143,0.173730,0.185956,0.166225,0.035819,0.447906,0.329067,0.265268,0.284018,0.139831,0.000271,0.000000,0.239123,0.000177,0.195285,0.000712,0.013250,0.196502,0.179259,0.000402,0.006356,0.002865,0.177839,0.000002,0.189256,0.000000
0.032349,0.000328,1.000000,0.000000,0.030300,0.025863,0.113531,0.056941,0.006308,1.000000,0.074317,0.074498,0.080741,0.085840,0.000241,0.000123,0.000006,0.010015,0.000042,0.164056,0.000429,0.000071,0.024704,0.014661,0.000000,0.000739,1.000000,0.280571,0.000000,0.000975,0.000000
0.000110,0.038865,0.026327,0.000000,0.147138,0.093770,0.145286,0.137124,0.058091,0.001077,0.149441,0.123889,0.195741,0.187256,0.029250,0.020063,0.000001,0.066220,0.000002,0.306892,0.002363,0.011067,0.159312,0.102064,0.000641,0.000543,0.001436,0.289177,0.000000,0.008099,0.000000
0.000149,0.013731,0.031036,0.000000,0.161715,0.133017,0.222184,0.129194,0.091523,0.011413,0.272529,0.196752,0.213027,0.205185,0.003702,0.159472,0.000003,0.193671,0.000064,0.130274,0.032618,0.002947,0.257214,0.084601,0.020922,0.416501,0.001407,0.167003,0.000081,0.205145,1.000000
0.000014,0.000272,0.024957,0.000000,0.099187,0.101757,0.209395,0.102962,0.132841,0.002779,0.270937,0.308936,0.269512,0.197645,0.000168,0.000001,0.000000,0.350682,0.000005,0.222358,0.000002,0.000094,0.289104,0.073158,0.000000,0.029411,0.000819,0.248344,0.000000,0.001210,1.000000
0.000079,0.026395,0.022022,0.000007,0.175931,0.096715,0.207372,0.117313,0.128409,0.014638,0.247912,0.191642,0.239994,0.154821,0.003334,0.002694,0.000007,0.044464,0.000011,0.095194,0.017924,0.006764,0.317751,0.064831,0.004873,0.084693,0.002864,0.146613,0.000441,0.289512,1.000000
0.000033,0.005998,0.179736,0.000000,0.280979,0.159598,0.246608,0.255349,0.203484,0.043100,0.377173,0.346682,0.432159,0.269112,0.000478,0.028596,0.000000,0.031539,0.000011,0.498414,0.086093,0.001264,0.264396,0.012238,0.000151,0.017599,0.007071,0.450723,0.000001,0.040612,0.000000
